Date,Product Name,Category,Units Sold,Price,Revenue,Discount,Units Returned,Location,Platform,Drugs,Sale Price,Sold Price,After Unit Returned
11/28/2022,Whey Protein,Protein,153,46.69,7143.57,0.25,3,Canada,Amazon,WHEY PROTEIN,7143.57,5357.6775,5252.625
11/28/2022,Vitamin C,Vitamin,152,51.75,7866,0.23,5,Canada,Walmart,VITAMIN C,7866,6056.82,5857.5825
11/28/2022,Fish Oil,Omega,136,14.45,1965.2,0.07,2,USA,Amazon,FISH OIL,1965.2,1827.636,1800.759
11/28/2022,Multivitamin,Vitamin,165,41.55,6855.75,0.13,2,Canada,Walmart,MULTIVITAMIN,6855.75,5964.5025,5892.2055
11/28/2022,Pre-Workout,Performance,146,43.86,6403.56,0.17,1,UK,Walmart,PRE-WORKOUT,6403.56,5314.9548,5278.551
11/28/2022,BCAA,Amino Acid,167,29.06,4853.02,0.19,1,USA,iHerb,BCAA,4853.02,3930.9462,3907.4076
11/28/2022,Creatine,Performance,168,28.47,4782.96,0.22,1,Canada,iHerb,CREATINE,4782.96,3730.7088,3708.5022
11/28/2022,Zinc,Mineral,150,23.83,3574.5,0.16,0,Canada,iHerb,ZINC,3574.5,3002.58,3002.58
11/28/2022,Collagen Peptides,Protein,167,19.54,3263.18,0.17,2,USA,Amazon,COLLAGEN PEPTIDES,3263.18,2708.4394,2676.003
11/28/2022,Magnesium,Mineral,137,30.45,4171.65,0.17,2,Canada,Walmart,MAGNESIUM,4171.65,3462.4695,3411.9225
11/28/2022,Ashwagandha,Herbal,151,47.9,7232.9,0.15,2,Canada,Amazon,ASHWAGANDHA,7232.9,6147.965,6066.535
11/28/2022,Melatonin,Sleep Aid,144,40.75,5868,0.21,1,USA,Amazon,MELATONIN,5868,4635.72,4603.5275
11/28/2022,Biotin,Vitamin,139,28.56,3969.84,0.17,1,UK,Amazon,BIOTIN,3969.84,3294.9672,3271.2624
11/28/2022,Green Tea Extract,Fat Burner,164,44.23,7253.72,0.05,5,USA,Amazon,GREEN TEA EXTRACT,7253.72,6891.034,6680.9415
11/28/2022,Iron Supplement,Mineral,164,26.51,4347.64,0.13,0,Canada,Amazon,IRON SUPPLEMENT,4347.64,3782.4468,3782.4468
11/28/2022,Electrolyte Powder,Hydration,151,37.65,5685.15,0.16,1,Canada,Walmart,ELECTROLYTE POWDER,5685.15,4775.526,4743.9
12/5/2022,Whey Protein,Protein,150,15.43,2314.5,0.2,0,USA,Amazon,WHEY PROTEIN,2314.5,1851.6,1851.6
12/5/2022,Vitamin C,Vitamin,117,48.25,5645.25,0.1,2,Canada,Walmart,VITAMIN C,5645.25,5080.725,4993.875
12/5/2022,Fish Oil,Omega,151,45.84,6921.84,0.03,2,UK,iHerb,FISH OIL,6921.84,6714.1848,6625.2552
12/5/2022,Multivitamin,Vitamin,136,48.06,6536.16,0.24,1,UK,iHerb,MULTIVITAMIN,6536.16,4967.4816,4930.956
12/5/2022,Pre-Workout,Performance,163,50.36,8208.68,0.16,0,USA,Walmart,PRE-WORKOUT,8208.68,6895.2912,6895.2912
12/5/2022,BCAA,Amino Acid,143,29.15,4168.45,0.05,2,Canada,Amazon,BCAA,4168.45,3960.0275,3904.6425
12/5/2022,Creatine,Performance,151,55.71,8412.21,0.13,1,UK,Amazon,CREATINE,8412.21,7318.6227,7270.155
12/5/2022,Zinc,Mineral,149,12.8,1907.2,0.1,0,USA,Amazon,ZINC,1907.2,1716.48,1716.48
12/5/2022,Collagen Peptides,Protein,152,36.68,5575.36,0.03,3,UK,iHerb,COLLAGEN PEPTIDES,5575.36,5408.0992,5301.3604
12/5/2022,Magnesium,Mineral,168,27.17,4564.56,0.15,0,UK,Walmart,MAGNESIUM,4564.56,3879.876,3879.876
12/5/2022,Ashwagandha,Herbal,145,55.78,8088.1,0.21,2,Canada,Amazon,ASHWAGANDHA,8088.1,6389.599,6301.4666
12/5/2022,Melatonin,Sleep Aid,151,56.62,8549.62,0.24,0,Canada,Amazon,MELATONIN,8549.62,6497.7112,6497.7112
12/5/2022,Biotin,Vitamin,136,37.07,5041.52,0,0,UK,Amazon,BIOTIN,5041.52,5041.52,5041.52
12/5/2022,Green Tea Extract,Fat Burner,167,27.86,4652.62,0.22,2,USA,iHerb,GREEN TEA EXTRACT,4652.62,3629.0436,3585.582
12/5/2022,Iron Supplement,Mineral,162,15.67,2538.54,0.11,1,UK,Amazon,IRON SUPPLEMENT,2538.54,2259.3006,2245.3543
12/5/2022,Electrolyte Powder,Hydration,152,59.57,9054.64,0.06,0,UK,Walmart,ELECTROLYTE POWDER,9054.64,8511.3616,8511.3616
12/12/2022,Whey Protein,Protein,151,31.99,4830.49,0.19,1,UK,Walmart,WHEY PROTEIN,4830.49,3912.6969,3886.785
12/12/2022,Vitamin C,Vitamin,154,11.25,1732.5,0.14,3,UK,Walmart,VITAMIN C,1732.5,1489.95,1460.925
12/12/2022,Fish Oil,Omega,172,32.94,5665.68,0.25,1,UK,Amazon,FISH OIL,5665.68,4249.26,4224.555
12/12/2022,Multivitamin,Vitamin,166,35.71,5927.86,0.21,2,Canada,Amazon,MULTIVITAMIN,5927.86,4683.0094,4626.5876
12/12/2022,Pre-Workout,Performance,141,33.99,4792.59,0.21,3,UK,Walmart,PRE-WORKOUT,4792.59,3786.1461,3705.5898
12/12/2022,BCAA,Amino Acid,153,48.74,7457.22,0.18,1,UK,Walmart,BCAA,7457.22,6114.9204,6074.9536
12/12/2022,Creatine,Performance,130,32.78,4261.4,0.09,2,Canada,Walmart,CREATINE,4261.4,3877.874,3818.2144
12/12/2022,Zinc,Mineral,156,51.85,8088.6,0.07,0,USA,iHerb,ZINC,8088.6,7522.398,7522.398
12/12/2022,Collagen Peptides,Protein,147,58.27,8565.69,0.2,4,UK,Walmart,COLLAGEN PEPTIDES,8565.69,6852.552,6666.088
12/12/2022,Magnesium,Mineral,135,37.89,5115.15,0.07,2,UK,iHerb,MAGNESIUM,5115.15,4757.0895,4686.6141
12/12/2022,Ashwagandha,Herbal,141,35.06,4943.46,0.06,2,Canada,Amazon,ASHWAGANDHA,4943.46,4646.8524,4580.9396
12/12/2022,Melatonin,Sleep Aid,148,28.14,4164.72,0,1,UK,Amazon,MELATONIN,4164.72,4164.72,4136.58
12/12/2022,Biotin,Vitamin,144,25.4,3657.6,0.07,1,USA,Amazon,BIOTIN,3657.6,3401.568,3377.946
12/12/2022,Green Tea Extract,Fat Burner,134,44.62,5979.08,0.16,2,Canada,iHerb,GREEN TEA EXTRACT,5979.08,5022.4272,4947.4656
12/12/2022,Iron Supplement,Mineral,148,50.52,7476.96,0.11,2,USA,Amazon,IRON SUPPLEMENT,7476.96,6654.4944,6564.5688
12/12/2022,Electrolyte Powder,Hydration,148,48.01,7105.48,0.04,1,UK,iHerb,ELECTROLYTE POWDER,7105.48,6821.2608,6775.1712
12/19/2022,Whey Protein,Protein,139,21.52,2991.28,0.14,2,Canada,Walmart,WHEY PROTEIN,2991.28,2572.5008,2535.4864
12/19/2022,Vitamin C,Vitamin,161,59.44,9569.84,0.15,1,Canada,Walmart,VITAMIN C,9569.84,8134.364,8083.84
12/19/2022,Fish Oil,Omega,164,47.46,7783.44,0.05,1,UK,iHerb,FISH OIL,7783.44,7394.268,7349.181
12/19/2022,Multivitamin,Vitamin,165,44.17,7288.05,0.15,3,UK,iHerb,MULTIVITAMIN,7288.05,6194.8425,6082.209
12/19/2022,Pre-Workout,Performance,142,16.16,2294.72,0.17,2,UK,Amazon,PRE-WORKOUT,2294.72,1904.6176,1877.792
12/19/2022,BCAA,Amino Acid,147,31,4557,0.05,1,USA,iHerb,BCAA,4557,4329.15,4299.7
12/19/2022,Creatine,Performance,146,48.71,7111.66,0.15,0,Canada,iHerb,CREATINE,7111.66,6044.911,6044.911
12/19/2022,Zinc,Mineral,173,11.71,2025.83,0.2,1,UK,Walmart,ZINC,2025.83,1620.664,1611.296
12/19/2022,Collagen Peptides,Protein,153,30.99,4741.47,0.22,1,UK,Amazon,COLLAGEN PEPTIDES,4741.47,3698.3466,3674.1744
12/19/2022,Magnesium,Mineral,171,33.39,5709.69,0.02,3,UK,iHerb,MAGNESIUM,5709.69,5595.4962,5497.3296
12/19/2022,Ashwagandha,Herbal,128,36.87,4719.36,0.04,0,UK,Amazon,ASHWAGANDHA,4719.36,4530.5856,4530.5856
12/19/2022,Melatonin,Sleep Aid,147,18.03,2650.41,0.02,0,USA,Amazon,MELATONIN,2650.41,2597.4018,2597.4018
12/19/2022,Biotin,Vitamin,158,32.63,5155.54,0.13,0,USA,iHerb,BIOTIN,5155.54,4485.3198,4485.3198
12/19/2022,Green Tea Extract,Fat Burner,127,37.19,4723.13,0.18,1,USA,Walmart,GREEN TEA EXTRACT,4723.13,3872.9666,3842.4708
12/19/2022,Iron Supplement,Mineral,146,49.04,7159.84,0.09,2,UK,Amazon,IRON SUPPLEMENT,7159.84,6515.4544,6426.2016
12/19/2022,Electrolyte Powder,Hydration,150,55.36,8304,0.23,1,USA,Amazon,ELECTROLYTE POWDER,8304,6394.08,6351.4528
12/26/2022,Whey Protein,Protein,150,56.79,8518.5,0.11,0,USA,Walmart,WHEY PROTEIN,8518.5,7581.465,7581.465
12/26/2022,Vitamin C,Vitamin,148,35.13,5199.24,0.14,1,UK,Amazon,VITAMIN C,5199.24,4471.3464,4441.1346
12/26/2022,Fish Oil,Omega,160,28.34,4534.4,0.19,1,USA,Walmart,FISH OIL,4534.4,3672.864,3649.9086
12/26/2022,Multivitamin,Vitamin,138,27.25,3760.5,0.03,6,USA,Walmart,MULTIVITAMIN,3760.5,3647.685,3489.09
12/26/2022,Pre-Workout,Performance,122,32.6,3977.2,0.08,1,UK,Amazon,PRE-WORKOUT,3977.2,3659.024,3629.032
12/26/2022,BCAA,Amino Acid,135,26.62,3593.7,0.15,2,Canada,Walmart,BCAA,3593.7,3054.645,3009.391
12/26/2022,Creatine,Performance,167,40.42,6750.14,0.1,2,Canada,Amazon,CREATINE,6750.14,6075.126,6002.37
12/26/2022,Zinc,Mineral,160,15.19,2430.4,0.1,2,Canada,Walmart,ZINC,2430.4,2187.36,2160.018
12/26/2022,Collagen Peptides,Protein,148,30.57,4524.36,0.15,7,Canada,iHerb,COLLAGEN PEPTIDES,4524.36,3845.706,3663.8145
12/26/2022,Magnesium,Mineral,150,18.14,2721,0.01,2,UK,Walmart,MAGNESIUM,2721,2693.79,2657.8728
12/26/2022,Ashwagandha,Herbal,151,44.77,6760.27,0.19,1,USA,iHerb,ASHWAGANDHA,6760.27,5475.8187,5439.555
12/26/2022,Melatonin,Sleep Aid,145,32.64,4732.8,0.2,2,USA,Walmart,MELATONIN,4732.8,3786.24,3734.016
12/26/2022,Biotin,Vitamin,156,56.96,8885.76,0.14,1,USA,Walmart,BIOTIN,8885.76,7641.7536,7592.768
12/26/2022,Green Tea Extract,Fat Burner,146,42.54,6210.84,0.04,0,UK,Amazon,GREEN TEA EXTRACT,6210.84,5962.4064,5962.4064
12/26/2022,Iron Supplement,Mineral,157,34.98,5491.86,0.19,2,Canada,Walmart,IRON SUPPLEMENT,5491.86,4448.4066,4391.739
12/26/2022,Electrolyte Powder,Hydration,129,20.97,2705.13,0.06,1,Canada,iHerb,ELECTROLYTE POWDER,2705.13,2542.8222,2523.1104
1/2/2023,Whey Protein,Protein,150,13.38,2007,0.04,5,UK,Walmart,WHEY PROTEIN,2007,1926.72,1862.496
1/2/2023,Vitamin C,Vitamin,149,52.44,7813.56,0.13,2,Canada,iHerb,VITAMIN C,7813.56,6797.7972,6706.5516
1/2/2023,Fish Oil,Omega,138,23.62,3259.56,0.21,0,Canada,iHerb,FISH OIL,3259.56,2575.0524,2575.0524
1/2/2023,Multivitamin,Vitamin,160,54.06,8649.6,0.08,2,UK,iHerb,MULTIVITAMIN,8649.6,7957.632,7858.1616
1/2/2023,Pre-Workout,Performance,149,42.27,6298.23,0.24,0,Canada,Walmart,PRE-WORKOUT,6298.23,4786.6548,4786.6548
1/2/2023,BCAA,Amino Acid,171,50.37,8613.27,0.1,1,Canada,Walmart,BCAA,8613.27,7751.943,7706.61
1/2/2023,Creatine,Performance,166,36.73,6097.18,0.01,0,UK,Walmart,CREATINE,6097.18,6036.2082,6036.2082
1/2/2023,Zinc,Mineral,155,39.13,6065.15,0.04,1,UK,iHerb,ZINC,6065.15,5822.544,5784.9792
1/2/2023,Collagen Peptides,Protein,145,53.52,7760.4,0.19,0,UK,Amazon,COLLAGEN PEPTIDES,7760.4,6285.924,6285.924
1/2/2023,Magnesium,Mineral,168,47.19,7927.92,0.04,2,Canada,Amazon,MAGNESIUM,7927.92,7610.8032,7520.1984
1/2/2023,Ashwagandha,Herbal,140,10.84,1517.6,0.04,0,Canada,Walmart,ASHWAGANDHA,1517.6,1456.896,1456.896
1/2/2023,Melatonin,Sleep Aid,140,44.6,6244,0.01,2,UK,Amazon,MELATONIN,6244,6181.56,6093.252
1/2/2023,Biotin,Vitamin,173,40.72,7044.56,0.01,4,USA,Walmart,BIOTIN,7044.56,6974.1144,6812.8632
1/2/2023,Green Tea Extract,Fat Burner,151,27.12,4095.12,0.02,1,UK,Amazon,GREEN TEA EXTRACT,4095.12,4013.2176,3986.64
1/2/2023,Iron Supplement,Mineral,156,29.19,4553.64,0.03,1,USA,iHerb,IRON SUPPLEMENT,4553.64,4417.0308,4388.7165
1/2/2023,Electrolyte Powder,Hydration,131,16.76,2195.56,0.15,1,UK,iHerb,ELECTROLYTE POWDER,2195.56,1866.226,1851.98
1/9/2023,Whey Protein,Protein,139,32.85,4566.15,0.1,1,USA,Amazon,WHEY PROTEIN,4566.15,4109.535,4079.97
1/9/2023,Vitamin C,Vitamin,150,37.95,5692.5,0.17,0,USA,Walmart,VITAMIN C,5692.5,4724.775,4724.775
1/9/2023,Fish Oil,Omega,149,19.32,2878.68,0.14,3,Canada,iHerb,FISH OIL,2878.68,2475.6648,2425.8192
1/9/2023,Multivitamin,Vitamin,167,30.96,5170.32,0.15,0,UK,Walmart,MULTIVITAMIN,5170.32,4394.772,4394.772
1/9/2023,Pre-Workout,Performance,160,55.17,8827.2,0,1,USA,Walmart,PRE-WORKOUT,8827.2,8827.2,8772.03
1/9/2023,BCAA,Amino Acid,163,54.72,8919.36,0.01,2,USA,Amazon,BCAA,8919.36,8830.1664,8721.8208
1/9/2023,Creatine,Performance,152,35.68,5423.36,0.15,0,UK,Amazon,CREATINE,5423.36,4609.856,4609.856
1/9/2023,Zinc,Mineral,141,33.42,4712.22,0.21,1,Canada,Walmart,ZINC,4712.22,3722.6538,3696.252
1/9/2023,Collagen Peptides,Protein,170,48.54,8251.8,0.03,0,USA,Walmart,COLLAGEN PEPTIDES,8251.8,8004.246,8004.246
1/9/2023,Magnesium,Mineral,141,50.97,7186.77,0.18,4,UK,iHerb,MAGNESIUM,7186.77,5893.1514,5725.9698
1/9/2023,Ashwagandha,Herbal,158,44.95,7102.1,0.25,2,USA,Amazon,ASHWAGANDHA,7102.1,5326.575,5259.15
1/9/2023,Melatonin,Sleep Aid,133,52.54,6987.82,0.24,0,UK,iHerb,MELATONIN,6987.82,5310.7432,5310.7432
1/9/2023,Biotin,Vitamin,150,22.37,3355.5,0.15,1,USA,Amazon,BIOTIN,3355.5,2852.175,2833.1605
1/9/2023,Green Tea Extract,Fat Burner,144,36.46,5250.24,0.11,1,Canada,iHerb,GREEN TEA EXTRACT,5250.24,4672.7136,4640.2642
1/9/2023,Iron Supplement,Mineral,143,12.37,1768.91,0.05,2,UK,Walmart,IRON SUPPLEMENT,1768.91,1680.4645,1656.9615
1/9/2023,Electrolyte Powder,Hydration,161,15.43,2484.23,0.19,1,UK,iHerb,ELECTROLYTE POWDER,2484.23,2012.2263,1999.728
1/16/2023,Whey Protein,Protein,178,26.34,4688.52,0.07,2,USA,Walmart,WHEY PROTEIN,4688.52,4360.3236,4311.3312
1/16/2023,Vitamin C,Vitamin,129,18.79,2423.91,0.19,1,USA,iHerb,VITAMIN C,2423.91,1963.3671,1948.1472
1/16/2023,Fish Oil,Omega,147,20.71,3044.37,0.14,4,USA,iHerb,FISH OIL,3044.37,2618.1582,2546.9158
1/16/2023,Multivitamin,Vitamin,128,22.15,2835.2,0.06,1,UK,Amazon,MULTIVITAMIN,2835.2,2665.088,2644.267
1/16/2023,Pre-Workout,Performance,138,41.84,5773.92,0.13,1,USA,Walmart,PRE-WORKOUT,5773.92,5023.3104,4986.9096
1/16/2023,BCAA,Amino Acid,138,30.06,4148.28,0.2,2,UK,Amazon,BCAA,4148.28,3318.624,3270.528
1/16/2023,Creatine,Performance,134,55.41,7424.94,0.13,3,Canada,Amazon,CREATINE,7424.94,6459.6978,6315.0777
1/16/2023,Zinc,Mineral,125,36.97,4621.25,0.22,0,UK,Walmart,ZINC,4621.25,3604.575,3604.575
1/16/2023,Collagen Peptides,Protein,140,53.29,7460.6,0.23,5,UK,iHerb,COLLAGEN PEPTIDES,7460.6,5744.662,5539.4955
1/16/2023,Magnesium,Mineral,181,12.39,2242.59,0.04,1,UK,Walmart,MAGNESIUM,2242.59,2152.8864,2140.992
1/16/2023,Ashwagandha,Herbal,137,55.87,7654.19,0.12,0,USA,Walmart,ASHWAGANDHA,7654.19,6735.6872,6735.6872
1/16/2023,Melatonin,Sleep Aid,148,38.88,5754.24,0.11,0,UK,iHerb,MELATONIN,5754.24,5121.2736,5121.2736
1/16/2023,Biotin,Vitamin,149,17.79,2650.71,0.05,2,USA,iHerb,BIOTIN,2650.71,2518.1745,2484.3735
1/16/2023,Green Tea Extract,Fat Burner,141,23.58,3324.78,0.01,1,Canada,iHerb,GREEN TEA EXTRACT,3324.78,3291.5322,3268.188
1/16/2023,Iron Supplement,Mineral,138,42.06,5804.28,0.23,2,USA,Walmart,IRON SUPPLEMENT,5804.28,4469.2956,4404.5232
1/16/2023,Electrolyte Powder,Hydration,137,42.09,5766.33,0.17,2,UK,Amazon,ELECTROLYTE POWDER,5766.33,4786.0539,4716.1845
1/23/2023,Whey Protein,Protein,153,41.83,6399.99,0.07,0,USA,iHerb,WHEY PROTEIN,6399.99,5951.9907,5951.9907
1/23/2023,Vitamin C,Vitamin,154,14,2156,0,2,Canada,Walmart,VITAMIN C,2156,2156,2128
1/23/2023,Fish Oil,Omega,145,28.76,4170.2,0.12,1,UK,iHerb,FISH OIL,4170.2,3669.776,3644.4672
1/23/2023,Multivitamin,Vitamin,155,58.19,9019.45,0.23,3,Canada,iHerb,MULTIVITAMIN,9019.45,6944.9765,6810.5576
1/23/2023,Pre-Workout,Performance,171,36.82,6296.22,0.19,2,UK,iHerb,PRE-WORKOUT,6296.22,5099.9382,5040.2898
1/23/2023,BCAA,Amino Acid,168,59.89,10061.52,0.09,3,Canada,Amazon,BCAA,10061.52,9155.9832,8992.4835
1/23/2023,Creatine,Performance,157,26.29,4127.53,0.2,3,UK,Walmart,CREATINE,4127.53,3302.024,3238.928
1/23/2023,Zinc,Mineral,139,29.61,4115.79,0.25,1,USA,Amazon,ZINC,4115.79,3086.8425,3064.635
1/23/2023,Collagen Peptides,Protein,140,42.69,5976.6,0.02,2,UK,Walmart,COLLAGEN PEPTIDES,5976.6,5857.068,5773.3956
1/23/2023,Magnesium,Mineral,173,13.38,2314.74,0.25,2,UK,iHerb,MAGNESIUM,2314.74,1736.055,1715.985
1/23/2023,Ashwagandha,Herbal,136,18.56,2524.16,0.21,0,UK,iHerb,ASHWAGANDHA,2524.16,1994.0864,1994.0864
1/23/2023,Melatonin,Sleep Aid,140,39.31,5503.4,0.2,2,USA,iHerb,MELATONIN,5503.4,4402.72,4339.824
1/23/2023,Biotin,Vitamin,139,42.21,5867.19,0.04,4,UK,iHerb,BIOTIN,5867.19,5632.5024,5470.416
1/23/2023,Green Tea Extract,Fat Burner,150,56.86,8529,0.15,2,Canada,Amazon,GREEN TEA EXTRACT,8529,7249.65,7152.988
1/23/2023,Iron Supplement,Mineral,151,11.66,1760.66,0.07,1,UK,iHerb,IRON SUPPLEMENT,1760.66,1637.4138,1626.57
1/23/2023,Electrolyte Powder,Hydration,128,29.68,3799.04,0.07,0,Canada,iHerb,ELECTROLYTE POWDER,3799.04,3533.1072,3533.1072
1/30/2023,Whey Protein,Protein,158,29.75,4700.5,0.14,1,UK,Amazon,WHEY PROTEIN,4700.5,4042.43,4016.845
1/30/2023,Vitamin C,Vitamin,154,34.43,5302.22,0.16,3,Canada,iHerb,VITAMIN C,5302.22,4453.8648,4367.1012
1/30/2023,Fish Oil,Omega,146,39.88,5822.48,0.23,1,USA,Walmart,FISH OIL,5822.48,4483.3096,4452.602
1/30/2023,Multivitamin,Vitamin,143,12.46,1781.78,0.03,0,UK,iHerb,MULTIVITAMIN,1781.78,1728.3266,1728.3266
1/30/2023,Pre-Workout,Performance,164,53.08,8705.12,0.11,0,USA,iHerb,PRE-WORKOUT,8705.12,7747.5568,7747.5568
1/30/2023,BCAA,Amino Acid,146,41.22,6018.12,0.17,1,UK,Amazon,BCAA,6018.12,4995.0396,4960.827
1/30/2023,Creatine,Performance,164,51.5,8446,0.05,3,USA,iHerb,CREATINE,8446,8023.7,7876.925
1/30/2023,Zinc,Mineral,143,52.17,7460.31,0.24,2,Canada,Walmart,ZINC,7460.31,5669.8356,5590.5372
1/30/2023,Collagen Peptides,Protein,140,33.33,4666.2,0.22,0,USA,Amazon,COLLAGEN PEPTIDES,4666.2,3639.636,3639.636
1/30/2023,Magnesium,Mineral,163,50.43,8220.09,0.23,1,Canada,Amazon,MAGNESIUM,8220.09,6329.4693,6290.6382
1/30/2023,Ashwagandha,Herbal,145,36.47,5288.15,0.17,2,UK,iHerb,ASHWAGANDHA,5288.15,4389.1645,4328.6243
1/30/2023,Melatonin,Sleep Aid,136,19.79,2691.44,0.23,0,UK,Walmart,MELATONIN,2691.44,2072.4088,2072.4088
1/30/2023,Biotin,Vitamin,159,25.89,4116.51,0.08,2,Canada,iHerb,BIOTIN,4116.51,3787.1892,3739.5516
1/30/2023,Green Tea Extract,Fat Burner,152,25.37,3856.24,0.17,2,Canada,iHerb,GREEN TEA EXTRACT,3856.24,3200.6792,3158.565
1/30/2023,Iron Supplement,Mineral,135,34.14,4608.9,0.09,1,Canada,Walmart,IRON SUPPLEMENT,4608.9,4194.099,4163.0316
1/30/2023,Electrolyte Powder,Hydration,157,45.47,7138.79,0.23,2,UK,Walmart,ELECTROLYTE POWDER,7138.79,5496.8683,5426.8445
2/6/2023,Whey Protein,Protein,154,53.22,8195.88,0.07,2,UK,iHerb,WHEY PROTEIN,8195.88,7622.1684,7523.1792
2/6/2023,Vitamin C,Vitamin,158,13.02,2057.16,0.2,0,USA,iHerb,VITAMIN C,2057.16,1645.728,1645.728
2/6/2023,Fish Oil,Omega,157,53.12,8339.84,0.04,1,UK,Walmart,FISH OIL,8339.84,8006.2464,7955.2512
2/6/2023,Multivitamin,Vitamin,153,27.04,4137.12,0.12,1,UK,iHerb,MULTIVITAMIN,4137.12,3640.6656,3616.8704
2/6/2023,Pre-Workout,Performance,148,38.31,5669.88,0.06,5,Canada,iHerb,PRE-WORKOUT,5669.88,5329.6872,5149.6302
2/6/2023,BCAA,Amino Acid,150,33.85,5077.5,0.22,0,UK,Walmart,BCAA,5077.5,3960.45,3960.45
2/6/2023,Creatine,Performance,156,18.48,2882.88,0.2,1,USA,Amazon,CREATINE,2882.88,2306.304,2291.52
2/6/2023,Zinc,Mineral,142,41.93,5954.06,0.22,2,UK,Walmart,ZINC,5954.06,4644.1668,4578.756
2/6/2023,Collagen Peptides,Protein,159,12.74,2025.66,0.19,2,USA,Amazon,COLLAGEN PEPTIDES,2025.66,1640.7846,1620.1458
2/6/2023,Magnesium,Mineral,127,14.12,1793.24,0.18,1,Canada,Walmart,MAGNESIUM,1793.24,1470.4568,1458.8784
2/6/2023,Ashwagandha,Herbal,179,40.3,7213.7,0.05,2,USA,Amazon,ASHWAGANDHA,7213.7,6853.015,6776.445
2/6/2023,Melatonin,Sleep Aid,158,50.75,8018.5,0.21,0,Canada,Walmart,MELATONIN,8018.5,6334.615,6334.615
2/6/2023,Biotin,Vitamin,144,34.93,5029.92,0.05,1,UK,Amazon,BIOTIN,5029.92,4778.424,4745.2405
2/6/2023,Green Tea Extract,Fat Burner,147,50.49,7422.03,0.1,0,UK,Amazon,GREEN TEA EXTRACT,7422.03,6679.827,6679.827
2/6/2023,Iron Supplement,Mineral,145,43.14,6255.3,0.21,2,UK,Walmart,IRON SUPPLEMENT,6255.3,4941.687,4873.5258
2/6/2023,Electrolyte Powder,Hydration,146,19.31,2819.26,0.07,2,Canada,Walmart,ELECTROLYTE POWDER,2819.26,2621.9118,2585.9952
2/13/2023,Whey Protein,Protein,168,33.26,5587.68,0.02,0,Canada,Amazon,WHEY PROTEIN,5587.68,5475.9264,5475.9264
2/13/2023,Vitamin C,Vitamin,145,40.46,5866.7,0,5,USA,iHerb,VITAMIN C,5866.7,5866.7,5664.4
2/13/2023,Fish Oil,Omega,145,36.75,5328.75,0.03,2,UK,iHerb,FISH OIL,5328.75,5168.8875,5097.5925
2/13/2023,Multivitamin,Vitamin,158,35.73,5645.34,0.02,2,UK,Walmart,MULTIVITAMIN,5645.34,5532.4332,5462.4024
2/13/2023,Pre-Workout,Performance,170,23.18,3940.6,0.23,1,Canada,Walmart,PRE-WORKOUT,3940.6,3034.262,3016.4134
2/13/2023,BCAA,Amino Acid,155,39.82,6172.1,0.1,1,UK,iHerb,BCAA,6172.1,5554.89,5519.052
2/13/2023,Creatine,Performance,159,42.18,6706.62,0.06,0,Canada,Walmart,CREATINE,6706.62,6304.2228,6304.2228
2/13/2023,Zinc,Mineral,162,25.34,4105.08,0.03,0,Canada,Walmart,ZINC,4105.08,3981.9276,3981.9276
2/13/2023,Collagen Peptides,Protein,144,55.94,8055.36,0.22,3,UK,Walmart,COLLAGEN PEPTIDES,8055.36,6283.1808,6152.2812
2/13/2023,Magnesium,Mineral,169,20.97,3543.93,0.2,1,Canada,Amazon,MAGNESIUM,3543.93,2835.144,2818.368
2/13/2023,Ashwagandha,Herbal,141,35.75,5040.75,0.08,0,UK,Walmart,ASHWAGANDHA,5040.75,4637.49,4637.49
2/13/2023,Melatonin,Sleep Aid,148,38.53,5702.44,0.22,0,Canada,Amazon,MELATONIN,5702.44,4447.9032,4447.9032
2/13/2023,Biotin,Vitamin,136,33.17,4511.12,0.17,2,Canada,Walmart,BIOTIN,4511.12,3744.2296,3689.1674
2/13/2023,Green Tea Extract,Fat Burner,146,37.55,5482.3,0.03,1,UK,iHerb,GREEN TEA EXTRACT,5482.3,5317.831,5281.4075
2/13/2023,Iron Supplement,Mineral,139,15.56,2162.84,0.01,2,UK,Amazon,IRON SUPPLEMENT,2162.84,2141.2116,2110.4028
2/13/2023,Electrolyte Powder,Hydration,154,43.02,6625.08,0.03,1,USA,iHerb,ELECTROLYTE POWDER,6625.08,6426.3276,6384.5982
2/20/2023,Whey Protein,Protein,134,47.35,6344.9,0.05,1,UK,iHerb,WHEY PROTEIN,6344.9,6027.655,5982.6725
2/20/2023,Vitamin C,Vitamin,162,20.5,3321,0.2,2,Canada,iHerb,VITAMIN C,3321,2656.8,2624
2/20/2023,Fish Oil,Omega,157,38.18,5994.26,0.18,1,USA,Amazon,FISH OIL,5994.26,4915.2932,4883.9856
2/20/2023,Multivitamin,Vitamin,145,25.44,3688.8,0.14,2,UK,iHerb,MULTIVITAMIN,3688.8,3172.368,3128.6112
2/20/2023,Pre-Workout,Performance,147,50.28,7391.16,0.18,1,UK,Walmart,PRE-WORKOUT,7391.16,6060.7512,6019.5216
2/20/2023,BCAA,Amino Acid,144,53.81,7748.64,0.22,0,USA,iHerb,BCAA,7748.64,6043.9392,6043.9392
2/20/2023,Creatine,Performance,147,58.88,8655.36,0.17,1,Canada,Amazon,CREATINE,8655.36,7183.9488,7135.0784
